,endTime,artistName,trackName,msPlayed
2167,2021-02-28 11:44,K. J. Yesudas,Idele Tharatharala,2150
2168,2021-02-28 11:44,S. P. Balasubrahmanyam,Sindhurapu Puthotalo,8135
2169,2021-02-28 12:07,Roop Kumar Rathod,Maula Mere Maula,158413
2170,2021-02-28 13:08,Roop Kumar Rathod,Maula Mere Maula,595
2171,2021-02-28 13:14,Roop Kumar Rathod,Maula Mere Maula,364329
2172,2021-02-28 13:29,Roop Kumar Rathod,Maula Mere Maula,364329
2173,2021-02-28 13:30,Rahat Fateh Ali Khan,Teri Meri,3596
2174,2021-02-28 13:30,Shankar-Ehsaan-Loy,Sajdaa,2431
2175,2021-02-28 13:38,Rahat Fateh Ali Khan,Halka Halka,5134
2176,2021-02-28 13:38,Shankar-Ehsaan-Loy,Sajdaa,365706
2177,2021-02-28 13:43,Pritam,Tum Jo Aaye,286443
2178,2021-02-28 14:01,Nusrat Fateh Ali Khan,Mere Rashke Qamar,61496
2179,2021-03-01 07:02,Santhosh Narayanan,Ennadi Maayavi Nee,248012
2180,2021-03-01 07:17,Imagine Dragons,Believer,199983
2181,2021-03-01 16:24,Imagine Dragons,Believer,206046
2182,2021-03-01 16:25,Unnikrishnan,O Cheliya,6992
2183,2021-03-01 16:49,Imagine Dragons,Believer,288110
2184,2021-03-01 16:52,Unnikrishnan,O Cheliya,140569
2185,2021-03-01 17:32,Anirudh Ravichander,Po Ve Po - The Pain of Love,254280
2186,2021-03-01 17:37,Anirudh Ravichander,Po Ve Po - The Pain of Love,254280
2187,2021-03-01 17:41,Anirudh Ravichander,Po Ve Po - The Pain of Love,254280
2188,2021-03-01 17:45,Anirudh Ravichander,Po Ve Po - The Pain of Love,254280
2189,2021-03-01 18:09,Anirudh Ravichander,Po Ve Po - The Pain of Love,211520
2190,2021-03-02 02:21,Mohit Chauhan,Aur Ho,332410
2191,2021-03-02 02:23,A.R. Rahman,Tango For Taj,92078
2192,2021-03-02 02:23,Kavita Krishnamurthy,Tum Ko,1827
2193,2021-03-02 02:35,A.R. Rahman,The Dichotomy Of Fame,150703
2194,2021-03-02 03:05,Shakthisree Gopalan,Reppakelaa Vodhaarpu,239414
2195,2021-03-02 03:05,Baby Angelin,Bhayapadi Adivantha,7188
2196,2021-03-02 03:09,Shakthisree Gopalan,Reppakelaa Vodhaarpu,239414
2197,2021-03-02 03:21,Baby Angelin,Bhayapadi Adivantha,10249
2198,2021-03-02 04:23,Shakthisree Gopalan,Reppakelaa Vodhaarpu,76520
2199,2021-03-02 06:51,S. P. Balasubrahmanyam,Priyathama,164749
2200,2021-03-02 08:36,S. P. Balasubrahmanyam,Priyathama,280364
2201,2021-03-02 11:54,S. P. Balasubrahmanyam,Paruvam Vanaga,446447
2202,2021-03-02 11:56,Minmini,Chinna Chinna Aasha,63111
2203,2021-03-02 11:56,Mano,Vinaraa Vinaraa,0
2204,2021-03-02 12:06,S. P. Balasubrahmanyam,Paruvam Vanaga,314955
2205,2021-03-02 12:08,Minmini,Chinna Chinna Aasha,59044
2206,2021-03-02 12:17,S. P. Balasubrahmanyam,Nagamani Nagamani,3119
2207,2021-03-02 12:17,Minmini,Chinna Chinna Aasha,354477
2208,2021-03-02 13:09,Minmini,Chinna Chinna Aasha,104090
2209,2021-03-02 13:51,Minmini,Chinna Chinna Aasha,155840
2210,2021-03-02 18:40,Radiohead,No Surprises,11436
2211,2021-03-02 18:40,Radiohead,All I Need,35349
2212,2021-03-02 18:41,Radiohead,Karma Police,44527
2213,2021-03-02 18:43,The Beatles,We Can Work It Out - Remastered 2015,109253
2214,2021-03-02 18:46,The Beatles,Here Comes The Sun - Remastered 2009,185733
2215,2021-03-02 19:00,The Beatles,Come Together - Remastered 2009,5286
2216,2021-03-03 02:20,Santhosh Narayanan,Ennadi Maayavi Nee,251000
2217,2021-03-03 02:20,The Beatles,We Can Work It Out - Remastered 2015,780
2218,2021-03-03 02:30,Sid Sriram,Yaen Ennai Pirindhaai - Male,192600
2219,2021-03-03 02:34,Shakthisree Gopalan,Reppakelaa Vodhaarpu,239414
2220,2021-03-03 02:35,Baby Angelin,Bhayapadi Adivantha,6225
2221,2021-03-03 02:37,Gipsy Kings,Inspiration,150980
2222,2021-03-03 02:41,Gipsy Kings,Pharaon,247240
2223,2021-03-03 02:53,Gipsy Kings,Pharaon,4140
2224,2021-03-03 02:56,Minmini,Chinna Chinna Aasha,109255
2225,2021-03-03 03:31,James Brown & The Famous Flames,I Got You (I Feel Good),158480
2226,2021-03-03 03:36,Minmini,Chinna Chinna Aasha,293430
2227,2021-03-03 03:37,S. P. Balasubrahmanyam,Nagamani Nagamani,18156
2228,2021-03-03 03:37,S. P. Balasubrahmanyam,Na Cheli Rojave,1335
2229,2021-03-03 03:42,S. P. Balasubrahmanyam,Paruvam Vanaga,314955
2230,2021-03-03 03:43,Minmini,Chinna Chinna Aasha,63111
2231,2021-03-03 03:43,Mano,Vinaraa Vinaraa,22777
2232,2021-03-03 03:45,S. P. Balasubrahmanyam,Na Cheli Rojave,78797
2233,2021-03-03 11:04,Harish Raghavendra,Kalalu Kane,4360
2234,2021-03-03 11:09,Karthik,Kannula Baasalu,349650
2235,2021-03-03 11:15,Harish Raghavendra,Kalalu Kane,329560
2236,2021-03-03 11:20,Shreya Ghoshal,Thalachithalachi(Female),276289
2237,2021-03-03 11:23,Harish Raghavendra,Idhi Rana Rangama,188993
2238,2021-03-03 11:27,KK,Thalachi Thalachi(Male),229934
2239,2021-03-03 11:32,Harish Raghavendra,Idhi Rana Rangama,10040
2240,2021-03-03 11:32,Shreya Ghoshal,Thalachithalachi(Female),256230
2241,2021-03-03 16:50,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2242,2021-03-03 16:53,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2243,2021-03-03 16:56,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2244,2021-03-03 17:01,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",277363
2245,2021-03-03 17:03,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",88459
2246,2021-03-03 17:22,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",164835
2247,2021-03-04 01:10,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",186488
2248,2021-03-04 01:14,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2249,2021-03-04 01:15,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",40166
2250,2021-03-04 01:16,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",2680
2251,2021-03-04 01:19,Anurag Kulkarni,Arere Aakasham - Telugu,206250
2252,2021-03-04 01:23,Anurag Kulkarni,Arere Aakasham - Telugu,206250
2253,2021-03-04 01:26,Anurag Kulkarni,Arere Aakasham - Telugu,206250
2254,2021-03-04 01:30,Anurag Kulkarni,Arere Aakasham - Telugu,206250
2255,2021-03-04 01:33,Anurag Kulkarni,Arere Aakasham - Telugu,206250
2256,2021-03-04 01:37,Anurag Kulkarni,Arere Aakasham - Telugu,206250
2257,2021-03-04 01:37,Anurag Kulkarni,Arere Aakasham - Telugu,34770
2258,2021-03-04 01:40,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2259,2021-03-04 01:43,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2260,2021-03-04 01:47,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2261,2021-03-04 01:47,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",25836
2262,2021-03-04 01:57,James Brown & The Famous Flames,I Got You (I Feel Good),1200
2263,2021-03-04 02:13,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2264,2021-03-04 02:23,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",475906
2265,2021-03-04 02:29,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",305923
2266,2021-03-04 02:40,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",43011
2267,2021-03-04 05:00,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",168400
2268,2021-03-04 11:15,Karthik,Kannula Baasalu,349650
2269,2021-03-04 11:21,Harish Raghavendra,Kalalu Kane,329560
2270,2021-03-04 11:24,Shreya Ghoshal,Thalachithalachi(Female),199777
2271,2021-03-04 11:33,Shreya Ghoshal,Thalachithalachi(Female),192836
2272,2021-03-04 11:34,Harish Raghavendra,Idhi Rana Rangama,19483
2273,2021-03-04 11:34,Shreya Ghoshal,Thalachithalachi(Female),442
2274,2021-03-04 11:39,Harish Raghavendra,Kalalu Kane,313390
2275,2021-03-05 04:00,Harish Raghavendra,Kalalu Kane,329560
2276,2021-03-05 04:04,Harish Raghavendra,Idhi Rana Rangama,5291
2277,2021-03-05 04:04,Shreya Ghoshal,Thalachithalachi(Female),276289
2278,2021-03-05 04:28,Yuvan Shankar Raja,The Person Is The Loser,99760
2279,2021-03-05 04:33,Harish Raghavendra,Kalalu Kane,329560
2280,2021-03-05 04:37,Shreya Ghoshal,Thalachithalachi(Female),223726
2281,2021-03-05 04:43,Harish Raghavendra,Kalalu Kane,329560
2282,2021-03-05 04:47,Harish Raghavendra,Idhi Rana Rangama,5925
2283,2021-03-05 04:47,Shreya Ghoshal,Thalachithalachi(Female),276289
2284,2021-03-05 04:47,Shreya Ghoshal,Thalachithalachi(Female),1189
2285,2021-03-05 04:53,Harish Raghavendra,Kalalu Kane,329560
2286,2021-03-05 04:57,Shreya Ghoshal,Thalachithalachi(Female),240068
2287,2021-03-05 05:06,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2288,2021-03-05 05:09,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2289,2021-03-05 05:12,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2290,2021-03-05 05:15,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2291,2021-03-05 05:16,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",30015
2292,2021-03-05 11:53,Harish Raghavendra,Kalalu Kane,329560
2293,2021-03-05 12:02,Shreya Ghoshal,Thalachithalachi(Female),163879
2294,2021-03-05 12:34,Harish Raghavendra,Kalalu Kane,329560
2295,2021-03-05 12:49,Shreya Ghoshal,Thalachithalachi(Female),124359
2296,2021-03-06 11:44,Harish Raghavendra,Kalalu Kane,329560
2297,2021-03-06 11:49,Shreya Ghoshal,Thalachithalachi(Female),276289
2298,2021-03-06 11:50,A.R. Rahman,The Dichotomy Of Fame,23
2299,2021-03-06 11:50,Mohit Chauhan,Aur Ho,10164
2300,2021-03-06 11:50,Mohit Chauhan,Aur Ho,11482
2301,2021-03-06 11:50,Harish Raghavendra,Idhi Rana Rangama,58086
2302,2021-03-06 11:51,A.R. Rahman,The Dichotomy Of Fame,640
2303,2021-03-06 11:51,Mohit Chauhan,Aur Ho,23
2304,2021-03-06 11:51,Mohit Chauhan,Haawa Haawa,0
2305,2021-03-06 11:51,A.R. Rahman,Tango For Taj,0
2306,2021-03-06 11:51,A.R. Rahman,Tango For Taj,23
2307,2021-03-06 11:51,Mohit Chauhan,Sheher Mein,0
2308,2021-03-06 11:51,A.R. Rahman,Nadaan Parinde,23
2309,2021-03-06 11:51,Kavita Krishnamurthy,Tum Ko,0
2310,2021-03-06 11:51,Kavita Krishnamurthy,Tum Ko,23
2311,2021-03-06 11:57,Mohit Chauhan,Aur Ho,332410
2312,2021-03-06 12:00,A.R. Rahman,Tango For Taj,178500
2313,2021-03-06 12:06,Kavita Krishnamurthy,Tum Ko,345300
2314,2021-03-06 12:09,A.R. Rahman,The Dichotomy Of Fame,160500
2315,2021-03-06 12:09,A.R. Rahman,Nadaan Parinde,1093
2316,2021-03-06 12:12,A.R. Rahman,The Dichotomy Of Fame,160500
2317,2021-03-06 12:23,A.R. Rahman,Nadaan Parinde,545237
2318,2021-03-06 15:46,A.R. Rahman,Nadaan Parinde,136280
2319,2021-03-07 02:44,A.R. Rahman,Nadaan Parinde,1694
2320,2021-03-07 02:50,Mohit Chauhan,Tum Ho,316500
2321,2021-03-07 02:56,Mohit Chauhan,Saadda Haq,362662
2322,2021-03-07 03:06,Ranbir Kapoor,Meeting Place,1380
2323,2021-03-07 03:12,Ranbir Kapoor,Meeting Place,2675
2324,2021-03-07 03:15,A.R. Rahman,The Dichotomy Of Fame,160500
2325,2021-03-07 03:19,A.R. Rahman,Nadaan Parinde,268081
2326,2021-03-07 11:55,Ammy Virk,Qismat,435106
2327,2021-03-07 11:59,Ammy Virk,Qismat,243870
2328,2021-03-07 12:03,Ammy Virk,Qismat,243870
2329,2021-03-07 12:05,Ammy Virk,Qismat,92967
2330,2021-03-07 12:19,Gajendra Verma,Tera Ghata,339423
2331,2021-03-08 01:32,Shreya Ghoshal,Nuvve Na Shwasa,304383
2332,2021-03-08 01:35,Shreya Ghoshal,Nuvve Na Shwasa,209033
2333,2021-03-08 01:51,Akhil,Kalla Sohna Nai,33960
2334,2021-03-08 02:24,The Doorbeen,Lamberghini,60120
2335,2021-03-08 02:50,The Doorbeen,Lamberghini,216905
2336,2021-03-08 02:51,The Doorbeen,Lamberghini,9834
2337,2021-03-08 03:23,The Doorbeen,Lamberghini,701
2338,2021-03-08 03:23,The Doorbeen,Lamberghini,9528
2339,2021-03-08 03:24,The Doorbeen,Lamberghini,15975
2340,2021-03-08 03:24,The Doorbeen,Lamberghini,6474
2341,2021-03-08 03:28,Arijit Singh,"Pachtaoge (From ""Jaani Ve"")",226789
2342,2021-03-08 03:32,B Praak,Kuch Bhi Ho Jaye,274500
2343,2021-03-08 03:34,B Praak,Filhall,94579
2344,2021-03-08 03:39,Sid Sriram,"Parayuvaan - From ""Ishq""",277346
2345,2021-03-08 03:43,Sid Sriram,"Parayuvaan - From ""Ishq""",277346
2346,2021-03-08 03:50,Sid Sriram,"Parayuvaan - From ""Ishq""",300944
2347,2021-03-08 09:19,Sid Sriram,"Parayuvaan - From ""Ishq""",10521
2348,2021-03-08 09:19,Sid Sriram,"Parayuvaan - From ""Ishq""",7311
2349,2021-03-08 09:20,Sid Sriram,"Parayuvaan - From ""Ishq""",42488
2350,2021-03-08 09:59,S. P. Balasubrahmanyam,O Papa Lali,267651
2351,2021-03-08 10:16,S. P. Balasubrahmanyam,O Priya,834177
2352,2021-03-08 10:19,S. P. Balasubrahmanyam,Om Namaha,209986
2353,2021-03-08 14:18,Imagine Dragons,Believer,204346
2354,2021-03-08 14:29,Unnikrishnan,O Cheliya,78913
2355,2021-03-08 14:32,Imagine Dragons,Thunder,187146
2356,2021-03-08 14:54,Imagine Dragons,Bad Liar,260773
2357,2021-03-08 14:57,Imagine Dragons,Natural,189466
2358,2021-03-08 15:00,Imagine Dragons,Whatever It Takes,201240
2359,2021-03-08 15:05,Imagine Dragons,Radioactive,276040
2360,2021-03-08 15:08,Imagine Dragons,Demons,177506
2361,2021-03-08 15:12,Imagine Dragons,Birds (feat. Elisa),219434
2362,2021-03-08 15:17,Imagine Dragons,It's Time,240306
2363,2021-03-08 15:22,Imagine Dragons,Bad Liar – Stripped,253227
2364,2021-03-08 15:23,Imagine Dragons,Next To Me,0
2365,2021-03-08 15:23,Imagine Dragons,It's Time,174
2366,2021-03-08 15:23,Imagine Dragons,It's Time,716
2367,2021-03-08 15:23,Imagine Dragons,Shots - Broiler Remix,0
2368,2021-03-08 15:23,Imagine Dragons,Only,0
2369,2021-03-08 15:23,Imagine Dragons,Walking The Wire,0
2370,2021-03-08 15:23,Imagine Dragons,On Top Of The World,0
2371,2021-03-08 15:23,Imagine Dragons,Warriors,85581
2372,2021-03-08 15:23,Imagine Dragons,Warriors,1
2373,2021-03-08 15:23,Imagine Dragons,Bad Liar – Stripped,555
2374,2021-03-08 15:23,Imagine Dragons,Birds (feat. Elisa),344
2375,2021-03-08 15:23,Imagine Dragons,Release,0
2376,2021-03-08 15:23,Imagine Dragons,Love,0
2377,2021-03-08 15:23,Imagine Dragons,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",108
2378,2021-03-08 15:23,Imagine Dragons,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",1375
2379,2021-03-08 15:23,Imagine Dragons,Believer (feat. Lil Wayne),1315
2380,2021-03-08 15:23,Imagine Dragons,Believer (feat. Lil Wayne),0
2381,2021-03-08 15:27,Imagine Dragons,Bad Liar – Stripped,249737
2382,2021-03-08 17:04,Imagine Dragons,Bad Liar – Stripped,157480
2383,2021-03-09 02:09,Mangli,Saranga Dariya,230048
2384,2021-03-09 02:25,Mangli,Saranga Dariya,213691
2385,2021-03-09 03:06,Pritam,Meri Tum Ho,482
2386,2021-03-09 03:11,Pritam,Meri Tum Ho,17090
2387,2021-03-09 03:11,Pritam,Hardum Humdum,188000
2388,2021-03-09 03:13,Pritam,Aabaad Barbaad,70683
2389,2021-03-09 07:33,Pritam,Aabaad Barbaad,238421
2390,2021-03-09 07:36,Pritam,Hardum Humdum,188000
2391,2021-03-09 07:37,Pritam,Meri Tum Ho,28740
2392,2021-03-09 08:08,Pritam,Meri Tum Ho,2806
2393,2021-03-09 08:09,Pritam,Dil Julaha,62801
2394,2021-03-09 08:13,Pritam,Hardum Humdum (Film Version),265520
2395,2021-03-09 08:17,Pritam,Meri Tum Ho (Unplugged),213833
2396,2021-03-09 08:27,Pritam,Hardum Humdum (Female Version),6406
2397,2021-03-09 12:26,Mangli,Saranga Dariya,230048
2398,2021-03-09 12:27,Mangli,Saranga Dariya,15851
2399,2021-03-09 12:27,Haricharan,Ay Pilla - Telugu,4457
2400,2021-03-09 12:28,A.R. Rahman,Ay Hairathe,1464
2401,2021-03-09 12:32,Haricharan,Ay Pilla - Telugu,253773
2402,2021-03-09 12:36,Haricharan,Ay Pilla - Telugu,253773
2403,2021-03-09 12:40,Haricharan,Ay Pilla - Telugu,253773
2404,2021-03-09 12:42,Haricharan,Ay Pilla - Telugu,30403
2405,2021-03-09 12:47,A.R. Rahman,Tere Bina,309640
2406,2021-03-09 12:53,A.R. Rahman,Tere Bina,309640
2407,2021-03-09 12:59,A.R. Rahman,Tere Bina,309640
2408,2021-03-09 13:05,A.R. Rahman,Tere Bina,309640
2409,2021-03-09 13:14,A.R. Rahman,Tere Bina,169486
2410,2021-03-09 17:19,A.R. Rahman,Tere Bina,3581
2411,2021-03-09 17:19,A.R. Rahman,Tere Bina,140154
2412,2021-03-09 17:58,Imagine Dragons,Demons,64000
2413,2021-03-10 03:30,S. P. Balasubrahmanyam,Aamani,276222
2414,2021-03-10 03:35,S. P. Balasubrahmanyam,O Papa Lali,267651
2415,2021-03-10 03:41,S. P. Balasubrahmanyam,O Priya,344007
2416,2021-03-10 03:51,S. P. Balasubrahmanyam,Om Namaha,47798
2417,2021-03-10 04:16,Santhosh Narayanan,Ennadi Maayavi Nee,146680
2418,2021-03-10 12:08,Rahul Sipligunj,"Mana Jathiratnalu (From ""Jathi Ratnalu"")",251988
2419,2021-03-10 12:33,Rahul Sipligunj,"Mana Jathiratnalu (From ""Jathi Ratnalu"")",239631
2420,2021-03-11 03:19,Rahul Sipligunj,"Mana Jathiratnalu (From ""Jathi Ratnalu"")",251988
2421,2021-03-11 03:20,Rahul Sipligunj,"Mana Jathiratnalu (From ""Jathi Ratnalu"")",1791
2422,2021-03-11 03:24,Why Not Mint Money,239: Floating rate funds,199030
2423,2021-03-11 03:28,Finshots Daily,The Curious Case of Copper,263996
2424,2021-03-11 03:33,Finshots Daily,From 4G to 5G,306470
2425,2021-03-11 03:36,The Beatles,We Can Work It Out - Remastered 2015,135693
2426,2021-03-11 03:42,Unnikrishnan,O Cheliya,311222
2427,2021-03-11 03:59,Santhosh Narayanan,Ennadi Maayavi Nee,202363
2428,2021-03-11 11:22,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2429,2021-03-11 11:25,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2430,2021-03-11 11:28,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",184128
2431,2021-03-11 11:54,Ram Miriyala,"Chitti (From ""Jathi Ratnalu"")",158394
2432,2021-03-11 12:22,Karthik,Kannula Baasalu,349650
2433,2021-03-11 12:27,Harish Raghavendra,Kalalu Kane,329560
2434,2021-03-11 12:32,Harish Raghavendra,Idhi Rana Rangama,4971
2435,2021-03-11 12:32,Shreya Ghoshal,Thalachithalachi(Female),276289
2436,2021-03-11 12:37,Harish Raghavendra,Kalalu Kane,21480
2437,2021-03-11 12:39,KK,Thalachi Thalachi(Male),9400
2438,2021-03-11 12:57,Harish Raghavendra,Kalalu Kane,415734
2439,2021-03-11 14:15,Harish Raghavendra,Kalalu Kane,7389
2440,2021-03-11 14:20,Shreya Ghoshal,Thalachithalachi(Female),276289
2441,2021-03-11 14:23,Harish Raghavendra,Idhi Rana Rangama,188993
2442,2021-03-11 14:28,KK,Thalachi Thalachi(Male),316575
2443,2021-03-11 14:31,Yuvan Shankar Raja,Theme Music,201740
2444,2021-03-11 14:32,Kunal Ganjawala,January Masam,47813
2445,2021-03-11 14:40,KK,Thalachi Thalachi(Male),497
2446,2021-03-11 14:40,Harish Raghavendra,Idhi Rana Rangama,23
2447,2021-03-11 14:40,Shreya Ghoshal,Thalachithalachi(Female),616
2448,2021-03-11 14:40,Yuvan Shankar Raja,Theme Music,448
2449,2021-03-11 14:41,Harish Raghavendra,Kalalu Kane,85225
2450,2021-03-11 16:27,Harish Raghavendra,Kalalu Kane,184680
2451,2021-03-12 02:33,Rajesh,Urumulu Nimuvvalai,271882
2452,2021-03-12 02:38,Rajesh,Urumulu Nimuvvalai,271882
2453,2021-03-12 02:48,Rajesh,Urumulu Nimuvvalai,3475
2454,2021-03-12 03:23,Roop Kumar Rathod,Maula Mere Maula,562532
2455,2021-03-12 11:57,B Praak,Mazaa,263666
2456,2021-03-12 12:02,B Praak,Mann Bharrya,276521
2457,2021-03-12 12:02,Neha Kakkar,"O Saki Saki (From ""Batla House"")",9819
2458,2021-03-12 12:06,B Praak,"Besharam Bewaffa (From ""Jaani Ve"")",271440
2459,2021-03-12 12:07,B Praak,Mann Bharrya,1056
2460,2021-03-12 12:07,B Praak,Mann Bharrya,1694
2461,2021-03-12 12:07,B Praak,Mann Bharrya,940
2462,2021-03-12 12:07,B Praak,"Naah Goriye (From ""Bala"")",9201
2463,2021-03-12 12:07,B Praak,Channa Ve,0
2464,2021-03-12 12:07,B Praak,Dholna,3986
2465,2021-03-12 12:07,Arjun,Punjabi Mashup,10
2466,2021-03-12 12:07,B Praak,Rabba Ve,0
2467,2021-03-12 12:07,B Praak,Jannat,5895
2468,2021-03-12 12:07,B Praak,Maana Dil,434
2469,2021-03-12 12:07,B Praak,Maana Dil,2066
2470,2021-03-12 12:07,B Praak,Maana Dil,1160
2471,2021-03-12 12:08,B Praak,Shukriya,0
2472,2021-03-12 12:08,Various Artists,Non Stop Bollywood Dandiya,1184
2473,2021-03-12 12:08,B Praak,"Dilbara (B Praak Version) [From ""Pati Patni Aur Woh""]",0
2474,2021-03-12 12:08,Jassie Gill,Dill Ton Blacck,0
2475,2021-03-12 12:08,Sukh-E Muzical Doctorz,Suicide,0
2476,2021-03-12 12:08,Harrdy Sandhu,Hornn Blow,0
2477,2021-03-12 12:08,B Praak,Galib,0
2478,2021-03-12 12:08,B Praak,Masstaani,0
2479,2021-03-12 12:08,Arko,Teri Mitti,37018
2480,2021-03-12 12:08,Harrdy Sandhu,Yaarr Ni Milyaa,0
2481,2021-03-12 12:08,Jassie Gill,Punjabi Party Mashup,0
2482,2021-03-12 12:08,Neha Kakkar,"Jinke Liye (From ""Jaani Ve"")",0
2483,2021-03-12 12:08,Jaani,Jaani & B Praak Live,0
2484,2021-03-12 12:08,Harrdy Sandhu,Joker,0
2485,2021-03-12 12:08,B Praak,Kaun Hoye Ga,0
2486,2021-03-12 12:08,Asees Kaur,Pachtaoge (Asees Kaur),910
2487,2021-03-12 12:08,Arya Acharya,High Heels Te Nachche 52 Non Stop,2144
2488,2021-03-12 12:08,B Praak,Valentine Mashup 2020,0
2489,2021-03-12 12:08,Aarsh Benipal,"High Rated Gabru 52 Non Stop Hits(Remix By Mandy Birgi,Birgi Veerz)",0
2490,2021-03-12 12:08,Ammy Virk,Breakup Mashup,0
2491,2021-03-12 12:08,Gippy Grewal,Car Nachdi,0
2492,2021-03-12 12:08,Rochak Kohli,Dil Tod Ke,5199
2493,2021-03-12 12:08,Guru Randhawa,The High Rated Mashup,0
2494,2021-03-12 12:08,B Praak,"Suryudivo Chandrudivo (From ""Sarileru Neekevvaru"")",0
2495,2021-03-12 12:08,B Praak,"Baras Baras (From ""Durgamati - The Myth"")",2058
2496,2021-03-12 12:08,B Praak,Dholna Remix By DJ Nitish Gulyani,0
2497,2021-03-12 12:12,Ammy Virk,Qismat,243870
2498,2021-03-12 12:14,Ammy Virk,Qismat,7069
2499,2021-03-12 12:26,Billie Eilish,Six Feet Under,169920
2500,2021-03-13 03:08,B Praak,Mann Bharrya,276521
2501,2021-03-13 03:13,B Praak,Mann Bharrya,276521
2502,2021-03-13 03:18,B Praak,Mann Bharrya,276521
2503,2021-03-13 03:24,B Praak,Mann Bharrya,273451
2504,2021-03-13 03:29,B Praak,Mann Bharrya,276521
2505,2021-03-13 03:33,B Praak,Mann Bharrya,276521
2506,2021-03-13 03:38,B Praak,Mann Bharrya,276521
2507,2021-03-13 03:56,B Praak,Mann Bharrya,432999
2508,2021-03-13 04:01,B Praak,Mann Bharrya,276521
2509,2021-03-13 04:06,B Praak,Mann Bharrya,3436
2510,2021-03-13 04:16,B Praak,Mann Bharrya,171480
2511,2021-03-13 04:20,B Praak,Mazaa,263666
2512,2021-03-13 04:24,B Praak,Mazaa,38114
2513,2021-03-13 04:24,B Praak,Mazaa,101113
2514,2021-03-13 04:25,B Praak,Mazaa,2588
2515,2021-03-13 04:25,B Praak,Mazaa,9060
2516,2021-03-13 04:48,Thaman S,Mangalyam,59213
2517,2021-03-13 07:23,B Praak,Mazaa,435246
2518,2021-03-13 07:27,B Praak,Mazaa,263666
2519,2021-03-13 08:52,B Praak,Mazaa,239143
2520,2021-03-13 09:39,B Praak,Mann Bharrya,261680
2521,2021-03-13 10:56,A.R. Rahman,Raanjhanaa,254653
2522,2021-03-13 11:01,Pritam,Phir Le Aya Dil - Reprise,305613
2523,2021-03-13 11:06,Harshdeep Kaur,Dilbaro,314148
2524,2021-03-13 11:11,Meet Bros.,"Girl I Need You (From ""Baaghi"")",297752
2525,2021-03-13 11:12,Amit Trivedi,Shubhaarambh,4500
2526,2021-03-13 11:12,Shreya Ghoshal,"Manwa Laage (From ""Happy New Year"")",50133
2527,2021-03-13 11:17,Vishal Dadlani,Ik Junoon (Paint It Red),299119
2528,2021-03-13 11:31,Mohit Chauhan,Tum Ho,517325
2529,2021-03-13 11:33,DIVINE,Sher Aaya Sher,134351
2530,2021-03-13 11:34,Alyssa Mendonsa,Khaabon Ke Parinday,78305
2531,2021-03-13 13:59,Ritviz,Sage,23
2532,2021-03-13 13:59,Amaal Mallik,Soch Na Sake,0
2533,2021-03-13 13:59,A.R. Rahman,Tango For Taj,23
2534,2021-03-13 13:59,Brodha V,Maari Kannu (Side-Ig Hogro),1009
2535,2021-03-13 13:59,Alyssa Mendonsa,Khaabon Ke Parinday,640
2536,2021-03-13 13:59,Farhan Akhtar,Senorita,1215
2537,2021-03-13 13:59,Ranveer Singh,Doori Poem,1197
2538,2021-03-13 13:59,Pritam,Aashiyan,23
2539,2021-03-13 14:06,Ritviz,Sage,230204
2540,2021-03-13 14:06,Pritam,Aashiyan,8778
2541,2021-03-13 14:21,Mohit Chauhan,Matargashti,309103
2542,2021-03-14 02:46,Karthik,Edhuta Nilichindhi,276292
